antecedents,consequents,support,confidence,lift
Product 68,"Product 49, Product 62",0.01,0.25,12.5
Product 59,Product 3,0.01,0.5,12.5
Product 93,Product 44,0.01,0.25,12.5
Product 44,Product 93,0.01,0.5,12.5
Product 48,Product 52,0.01,0.25,12.5
Product 86,Product 77,0.01,0.25,12.5
"Product 23, Product 38",Product 42,0.01,1.0,12.5
"Product 37, Product 7, Product 96",Product 64,0.01,1.0,12.5
Product 52,Product 48,0.01,0.5,12.5
"Product 35, Product 7, Product 96",Product 64,0.01,1.0,12.5
Product 71,"Product 45, Product 58",0.01,0.25,12.5
"Product 14, Product 29, Product 61",Product 64,0.01,1.0,12.5
Product 67,Product 31,0.01,0.5,12.5
Product 31,Product 67,0.01,0.25,12.5
Product 37,Product 64,0.01,1.0,12.5
Product 77,Product 86,0.01,0.5,12.5
Product 86,Product 55,0.01,0.25,12.5
"Product 35, Product 37, Product 7",Product 64,0.01,1.0,12.5
"Product 12, Product 29, Product 61",Product 64,0.01,1.0,12.5
"Product 25, Product 49",Product 62,0.01,1.0,12.5
"Product 49, Product 57",Product 62,0.01,1.0,12.5
"Product 25, Product 57",Product 62,0.01,1.0,12.5
"Product 26, Product 60, Product 73",Product 42,0.01,1.0,12.5
Product 59,Product 6,0.01,0.5,12.5
Product 6,Product 59,0.01,0.25,12.5
"Product 18, Product 31, Product 62, Product 90",Product 42,0.01,1.0,12.5
"Product 16, Product 43",Product 62,0.01,1.0,12.5
"Product 18, Product 31",Product 90,0.01,0.5,12.5
Product 90,"Product 18, Product 31",0.01,0.25,12.5
"Product 26, Product 73",Product 42,0.01,1.0,12.5
"Product 26, Product 60",Product 42,0.01,1.0,12.5
"Product 12, Product 14, Product 61",Product 64,0.01,1.0,12.5
"Product 4, Product 82",Product 64,0.01,1.0,12.5
Product 100,Product 52,0.01,0.25,12.5
Product 52,Product 100,0.01,0.5,12.5
Product 71,Product 43,0.01,0.25,12.5
"Product 16, Product 28, Product 43, Product 55",Product 62,0.01,1.0,12.5
"Product 45, Product 58",Product 71,0.01,0.5,12.5
"Product 31, Product 90",Product 62,0.01,1.0,12.5
"Product 35, Product 37, Product 7, Product 96",Product 64,0.01,1.0,12.5
Product 97,Product 5,0.01,0.25,12.5
Product 3,Product 75,0.01,0.25,12.5
Product 75,Product 3,0.01,0.5,12.5
Product 17,Product 66,0.01,0.25,12.5
Product 48,Product 98,0.01,0.25,12.5
Product 66,Product 17,0.01,0.5,12.5
Product 32,Product 31,0.01,0.5,12.5
"Product 68, Product 79",Product 62,0.01,1.0,12.5
Product 29,Product 32,0.01,0.25,12.5
Product 31,Product 32,0.01,0.25,12.5
"Product 18, Product 90",Product 62,0.01,1.0,12.5
Product 71,Product 89,0.01,0.25,12.5
Product 89,Product 71,0.01,0.5,12.5
"Product 21, Product 35, Product 87",Product 64,0.01,1.0,12.5
Product 45,Product 71,0.01,0.5,12.5
Product 71,Product 45,0.01,0.25,12.5
Product 98,Product 48,0.01,0.5,12.5
Product 21,Product 64,0.01,1.0,12.5
Product 43,Product 71,0.01,0.5,12.5
Product 44,Product 22,0.01,0.5,12.5
"Product 18, Product 42",Product 62,0.01,1.0,12.5
"Product 18, Product 62",Product 42,0.01,1.0,12.5
"Product 16, Product 46, Product 48, Product 52",Product 62,0.01,1.0,12.5
"Product 35, Product 37, Product 96",Product 64,0.01,1.0,12.5
Product 22,Product 44,0.01,0.25,12.5
Product 60,Product 44,0.01,0.25,12.5
Product 44,Product 60,0.01,0.5,12.5
"Product 38, Product 8",Product 42,0.01,1.0,12.5
"Product 23, Product 8",Product 42,0.01,1.0,12.5
"Product 31, Product 62",Product 42,0.01,1.0,12.5
"Product 16, Product 48, Product 52",Product 62,0.01,1.0,12.5
Product 5,Product 97,0.01,0.5,12.5
"Product 18, Product 90",Product 42,0.01,1.0,12.5
"Product 62, Product 90",Product 42,0.01,1.0,12.5
"Product 42, Product 90",Product 62,0.01,1.0,12.5
"Product 11, Product 19, Product 8",Product 62,0.01,1.0,12.5
"Product 16, Product 46, Product 52",Product 62,0.01,1.0,12.5
Product 32,Product 29,0.01,0.5,12.5
"Product 46, Product 48, Product 52",Product 62,0.01,1.0,12.5
"Product 31, Product 42",Product 62,0.01,1.0,12.5
Product 63,Product 86,0.01,0.5,12.5
"Product 16, Product 46, Product 48",Product 62,0.01,1.0,12.5
"Product 15, Product 71, Product 94",Product 42,0.01,1.0,12.5
"Product 28, Product 68, Product 79",Product 62,0.01,1.0,12.5
Product 86,Product 63,0.01,0.25,12.5
Product 5,Product 27,0.01,0.5,12.5
"Product 28, Product 49, Product 68, Product 79",Product 62,0.01,1.0,12.5
Product 65,Product 98,0.01,0.25,12.5
Product 98,Product 65,0.01,0.5,12.5
Product 20,Product 65,0.01,0.5,12.5
Product 65,Product 20,0.01,0.25,12.5
Product 7,Product 84,0.01,0.33333333333333337,11.111111111111112
Product 69,Product 41,0.01,0.33333333333333337,11.111111111111112
Product 33,Product 87,0.02,0.6666666666666667,11.111111111111112
Product 28,Product 16,0.01,0.33333333333333337,11.111111111111112
Product 54,Product 51,0.01,0.33333333333333337,11.111111111111112
Product 51,Product 54,0.01,0.33333333333333337,11.111111111111112
Product 33,Product 7,0.01,0.33333333333333337,11.111111111111112
Product 41,Product 69,0.01,0.33333333333333337,11.111111111111112
Product 84,Product 7,0.01,0.33333333333333337,11.111111111111112
Product 16,Product 28,0.01,0.33333333333333337,11.111111111111112
Product 7,Product 33,0.01,0.33333333333333337,11.111111111111112
Product 69,Product 61,0.01,0.33333333333333337,11.111111111111112
Product 61,Product 69,0.01,0.33333333333333337,11.111111111111112
Product 38,Product 92,0.01,0.33333333333333337,11.111111111111112
Product 92,Product 38,0.01,0.33333333333333337,11.111111111111112
Product 12,Product 61,0.02,0.33333333333333337,11.111111111111112
Product 61,Product 12,0.02,0.6666666666666667,11.111111111111112
Product 46,Product 16,0.01,0.33333333333333337,11.111111111111112
Product 16,Product 46,0.01,0.33333333333333337,11.111111111111112
Product 72,Product 83,0.01,0.33333333333333337,11.111111111111112
Product 18,Product 39,0.01,0.33333333333333337,11.111111111111112
Product 87,Product 33,0.02,0.33333333333333337,11.111111111111112
Product 39,Product 18,0.01,0.33333333333333337,11.111111111111112
Product 7,Product 70,0.01,0.33333333333333337,11.111111111111112
Product 83,Product 72,0.01,0.33333333333333337,11.111111111111112
Product 70,Product 7,0.01,0.33333333333333337,11.111111111111112
Product 27,Product 25,0.02,0.5,10.0
Product 66,Product 36,0.01,0.5,10.0
"Product 35, Product 56",Product 49,0.01,0.5,10.0
"Product 49, Product 62",Product 25,0.01,0.5,10.0
"Product 49, Product 62",Product 57,0.01,0.5,10.0
"Product 11, Product 23",Product 79,0.01,0.5,10.0
"Product 49, Product 62",Product 79,0.01,0.5,10.0
Product 55,Product 96,0.01,0.5,10.0
Product 30,Product 57,0.01,0.5,10.0
"Product 54, Product 82",Product 4,0.01,0.5,10.0
Product 45,Product 4,0.01,0.5,10.0
Product 48,Product 15,0.02,0.5,10.0
Product 66,Product 49,0.01,0.5,10.0
"Product 28, Product 62",Product 49,0.01,0.5,10.0
"Product 28, Product 62",Product 79,0.01,0.5,10.0
Product 75,Product 35,0.01,0.5,10.0
Product 67,Product 4,0.01,0.5,10.0
Product 98,Product 15,0.01,0.5,10.0
Product 75,Product 49,0.01,0.5,10.0
"Product 72, Product 79",Product 1,0.01,0.5,10.0
"Product 11, Product 23",Product 36,0.01,0.5,10.0
"Product 33, Product 84",Product 35,0.01,0.5,10.0
"Product 42, Product 94",Product 15,0.01,0.5,10.0
Product 88,Product 81,0.01,0.5,10.0
Product 30,Product 1,0.01,0.5,10.0
Product 5,Product 96,0.01,0.5,10.0
Product 88,Product 36,0.01,0.5,10.0
"Product 6, Product 82",Product 57,0.01,0.5,10.0
"Product 15, Product 48",Product 57,0.01,0.5,10.0
"Product 35, Product 64",Product 96,0.01,0.5,10.0
"Product 45, Product 58",Product 4,0.01,0.5,10.0
"Product 64, Product 96",Product 35,0.01,0.5,10.0
Product 77,Product 96,0.01,0.5,10.0
"Product 35, Product 7",Product 96,0.01,0.5,10.0
Product 5,Product 2,0.01,0.5,10.0
Product 25,Product 27,0.02,0.39999999999999997,9.999999999999998
Product 15,Product 48,0.02,0.39999999999999997,9.999999999999998
Product 54,Product 82,0.02,0.6666666666666667,9.523809523809524
Product 82,Product 54,0.02,0.2857142857142857,9.523809523809524
Product 28,Product 62,0.02,0.6666666666666667,8.333333333333334
"Product 33, Product 84",Product 58,0.01,0.5,8.333333333333334
Product 62,Product 28,0.02,0.25,8.333333333333334
Product 23,Product 11,0.02,0.33333333333333337,8.333333333333334
Product 83,Product 17,0.01,0.33333333333333337,8.333333333333334
Product 33,Product 65,0.01,0.33333333333333337,8.333333333333334
Product 70,Product 100,0.01,0.33333333333333337,8.333333333333334
Product 100,Product 70,0.01,0.25,8.333333333333334
Product 70,Product 6,0.01,0.33333333333333337,8.333333333333334
Product 6,Product 70,0.01,0.25,8.333333333333334
Product 65,Product 70,0.01,0.25,8.333333333333334
Product 17,Product 83,0.01,0.25,8.333333333333334
Product 71,Product 94,0.01,0.25,8.333333333333334
Product 94,Product 71,0.01,0.33333333333333337,8.333333333333334
Product 42,Product 94,0.02,0.25,8.333333333333334
Product 94,Product 42,0.02,0.6666666666666667,8.333333333333334
Product 91,Product 87,0.01,0.5,8.333333333333334
Product 65,Product 33,0.01,0.25,8.333333333333334
Product 39,Product 11,0.01,0.33333333333333337,8.333333333333334
Product 11,Product 39,0.01,0.25,8.333333333333334
Product 70,Product 65,0.01,0.33333333333333337,8.333333333333334
Product 44,Product 23,0.01,0.5,8.333333333333334
Product 93,Product 76,0.01,0.25,8.333333333333334
Product 94,Product 48,0.01,0.33333333333333337,8.333333333333334
Product 84,Product 86,0.01,0.33333333333333337,8.333333333333334
Product 76,Product 93,0.01,0.33333333333333337,8.333333333333334
Product 86,Product 84,0.01,0.25,8.333333333333334
Product 39,Product 17,0.01,0.33333333333333337,8.333333333333334
Product 17,Product 39,0.01,0.25,8.333333333333334
Product 22,Product 94,0.01,0.25,8.333333333333334
Product 94,Product 22,0.01,0.33333333333333337,8.333333333333334
Product 48,Product 94,0.01,0.25,8.333333333333334
Product 24,Product 27,0.01,0.33333333333333337,8.333333333333334
Product 27,Product 24,0.01,0.25,8.333333333333334
Product 11,Product 23,0.02,0.5,8.333333333333334
Product 65,Product 28,0.01,0.25,8.333333333333334
Product 48,Product 46,0.01,0.25,8.333333333333334
Product 61,Product 29,0.01,0.33333333333333337,8.333333333333334
Product 28,Product 68,0.01,0.33333333333333337,8.333333333333334
Product 68,Product 28,0.01,0.25,8.333333333333334
Product 90,Product 18,0.01,0.25,8.333333333333334
Product 46,Product 48,0.01,0.33333333333333337,8.333333333333334
Product 71,Product 51,0.01,0.25,8.333333333333334
Product 51,Product 71,0.01,0.33333333333333337,8.333333333333334
Product 48,Product 16,0.01,0.25,8.333333333333334
Product 16,Product 48,0.01,0.33333333333333337,8.333333333333334
Product 95,Product 78,0.01,0.5,8.333333333333334
Product 66,Product 14,0.01,0.5,8.333333333333334
Product 89,Product 78,0.01,0.5,8.333333333333334
Product 43,Product 78,0.01,0.5,8.333333333333334
Product 86,Product 24,0.01,0.25,8.333333333333334
Product 10,Product 56,0.01,0.5,8.333333333333334
Product 97,Product 38,0.01,0.25,8.333333333333334
Product 92,Product 100,0.01,0.33333333333333337,8.333333333333334
Product 38,Product 97,0.01,0.33333333333333337,8.333333333333334
Product 29,Product 38,0.01,0.25,8.333333333333334
Product 92,Product 97,0.01,0.33333333333333337,8.333333333333334
Product 97,Product 92,0.01,0.25,8.333333333333334
Product 44,Product 58,0.01,0.5,8.333333333333334
Product 38,Product 29,0.01,0.33333333333333337,8.333333333333334
Product 6,Product 76,0.01,0.25,8.333333333333334
Product 16,Product 62,0.02,0.6666666666666667,8.333333333333334
Product 38,Product 100,0.01,0.33333333333333337,8.333333333333334
Product 62,Product 16,0.02,0.25,8.333333333333334
"Product 33, Product 87",Product 58,0.01,0.5,8.333333333333334
Product 100,Product 38,0.01,0.25,8.333333333333334
Product 100,Product 92,0.01,0.25,8.333333333333334
Product 28,Product 65,0.01,0.33333333333333337,8.333333333333334
Product 30,Product 23,0.01,0.5,8.333333333333334
Product 76,Product 6,0.01,0.33333333333333337,8.333333333333334
Product 13,Product 31,0.01,0.33333333333333337,8.333333333333334
Product 31,Product 13,0.01,0.25,8.333333333333334
Product 10,Product 12,0.01,0.5,8.333333333333334
Product 75,Product 56,0.01,0.5,8.333333333333334
Product 18,Product 90,0.01,0.33333333333333337,8.333333333333334
"Product 25, Product 27",Product 87,0.01,0.5,8.333333333333334
"Product 35, Product 7",Product 12,0.01,0.5,8.333333333333334
Product 59,Product 58,0.01,0.5,8.333333333333334
Product 3,Product 83,0.01,0.25,8.333333333333334
Product 67,Product 14,0.01,0.5,8.333333333333334
Product 24,Product 93,0.01,0.33333333333333337,8.333333333333334
Product 93,Product 24,0.01,0.25,8.333333333333334
Product 39,Product 31,0.01,0.33333333333333337,8.333333333333334
Product 18,Product 71,0.01,0.33333333333333337,8.333333333333334
Product 71,Product 18,0.01,0.25,8.333333333333334
"Product 33, Product 87",Product 56,0.01,0.5,8.333333333333334
Product 24,Product 86,0.01,0.33333333333333337,8.333333333333334
Product 29,Product 61,0.01,0.25,8.333333333333334
"Product 6, Product 82",Product 23,0.01,0.5,8.333333333333334
"Product 33, Product 87",Product 78,0.01,0.5,8.333333333333334
Product 13,Product 100,0.01,0.33333333333333337,8.333333333333334
Product 100,Product 13,0.01,0.25,8.333333333333334
"Product 65, Product 91",Product 87,0.01,0.5,8.333333333333334
Product 83,Product 3,0.01,0.33333333333333337,8.333333333333334
"Product 65, Product 91",Product 56,0.01,0.5,8.333333333333334
"Product 33, Product 84",Product 12,0.01,0.5,8.333333333333334
Product 13,Product 60,0.01,0.33333333333333337,8.333333333333334
Product 31,Product 39,0.01,0.25,8.333333333333334
"Product 35, Product 64",Product 87,0.01,0.5,8.333333333333334
"Product 54, Product 82",Product 78,0.01,0.5,8.333333333333334
"Product 12, Product 61",Product 14,0.01,0.5,8.333333333333334
"Product 68, Product 90",Product 78,0.01,0.5,8.333333333333334
"Product 33, Product 84",Product 78,0.01,0.5,8.333333333333334
"Product 33, Product 84",Product 87,0.01,0.5,8.333333333333334
Product 70,Product 27,0.01,0.33333333333333337,8.333333333333334
Product 27,Product 70,0.01,0.25,8.333333333333334
Product 60,Product 13,0.01,0.25,8.333333333333334
Product 7,Product 27,0.01,0.33333333333333337,8.333333333333334
Product 67,Product 87,0.01,0.5,8.333333333333334
Product 77,Product 87,0.01,0.5,8.333333333333334
Product 27,Product 7,0.01,0.25,8.333333333333334
Product 91,Product 56,0.01,0.5,8.333333333333334
Product 17,Product 72,0.01,0.25,8.333333333333334
Product 72,Product 17,0.01,0.33333333333333337,8.333333333333334
"Product 54, Product 82",Product 73,0.01,0.5,7.142857142857142
Product 91,Product 73,0.01,0.5,7.142857142857142
"Product 45, Product 58",Product 73,0.01,0.5,7.142857142857142
Product 30,Product 82,0.01,0.5,7.142857142857142
Product 6,Product 82,0.02,0.5,7.142857142857142
Product 82,Product 6,0.02,0.2857142857142857,7.142857142857142
Product 45,Product 73,0.01,0.5,7.142857142857142
Product 52,Product 82,0.01,0.5,7.142857142857142
Product 75,Product 73,0.01,0.5,7.142857142857142
Product 89,Product 73,0.01,0.5,7.142857142857142
"Product 65, Product 91",Product 73,0.01,0.5,7.142857142857142
Product 7,Product 96,0.01,0.33333333333333337,6.666666666666667
Product 69,Product 8,0.01,0.33333333333333337,6.666666666666667
Product 61,Product 8,0.01,0.33333333333333337,6.666666666666667
Product 69,Product 25,0.01,0.33333333333333337,6.666666666666667
Product 13,Product 81,0.01,0.33333333333333337,6.666666666666667
Product 92,Product 36,0.01,0.33333333333333337,6.666666666666667
Product 92,Product 19,0.01,0.33333333333333337,6.666666666666667
Product 94,Product 15,0.01,0.33333333333333337,6.666666666666667
Product 18,Product 57,0.01,0.33333333333333337,6.666666666666667
Product 56,Product 35,0.02,0.33333333333333337,6.666666666666667
Product 76,Product 2,0.01,0.33333333333333337,6.666666666666667
Product 76,Product 8,0.01,0.33333333333333337,6.666666666666667
Product 46,Product 36,0.01,0.33333333333333337,6.666666666666667
Product 7,Product 81,0.01,0.33333333333333337,6.666666666666667
Product 41,Product 96,0.01,0.33333333333333337,6.666666666666667
Product 33,Product 35,0.01,0.33333333333333337,6.666666666666667
Product 69,Product 96,0.01,0.33333333333333337,6.666666666666667
Product 39,Product 2,0.01,0.33333333333333337,6.666666666666667
Product 54,Product 2,0.01,0.33333333333333337,6.666666666666667
Product 24,Product 25,0.01,0.33333333333333337,6.666666666666667
Product 28,Product 79,0.01,0.33333333333333337,6.666666666666667
Product 38,Product 8,0.01,0.33333333333333337,6.666666666666667
Product 69,Product 35,0.01,0.33333333333333337,6.666666666666667
Product 28,Product 49,0.01,0.33333333333333337,6.666666666666667
Product 54,Product 4,0.01,0.33333333333333337,6.666666666666667
Product 39,Product 79,0.01,0.33333333333333337,6.666666666666667
Product 51,Product 2,0.01,0.33333333333333337,6.666666666666667
Product 84,Product 35,0.01,0.33333333333333337,6.666666666666667
Product 76,Product 19,0.01,0.33333333333333337,6.666666666666667
Product 76,Product 79,0.01,0.33333333333333337,6.666666666666667
Product 70,Product 81,0.01,0.33333333333333337,6.666666666666667
Product 41,Product 49,0.01,0.33333333333333337,6.666666666666667
Product 13,Product 4,0.01,0.33333333333333337,6.666666666666667
Product 28,Product 1,0.01,0.33333333333333337,6.666666666666667
Product 72,Product 1,0.01,0.33333333333333337,6.666666666666667
Product 61,Product 25,0.01,0.33333333333333337,6.666666666666667
Product 35,Product 56,0.02,0.39999999999999997,6.666666666666666
Product 93,Product 86,0.01,0.25,6.25
Product 55,Product 64,0.01,0.5,6.25
Product 86,Product 93,0.01,0.25,6.25
Product 60,Product 100,0.01,0.25,6.25
Product 100,Product 60,0.01,0.25,6.25
Product 97,Product 100,0.01,0.25,6.25
Product 52,Product 62,0.01,0.5,6.25
Product 100,Product 97,0.01,0.25,6.25
